"type","language","license","rightsHolder","accessRights","institutionCode","collectionCode","institutionID","collectionID","datasetID","datasetName","ownerInstitutionCode","basisOfRecord","informationWithheld","occurrenceID","catalogNumber","otherCatalogNumbers","preparations","disposition","associatedSequences","organismQuantity","organismQuantityType","duplicateLocation","recordNumber","recordedBy","verbatimEventDate","eventDate","year","month","day","continent","country","countryCode","stateProvince","county","locality","habitat","verbatimElevation","minimumElevationInMeters","maximumElevationInMeters","verbatimCoordinateSystem","verbatimCoordinates","decimalLatitude","decimalLongitude","geodeticDatum","georeferenceRemarks","kingdom","phylum","class","order","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identificationQualifier","verbatimTaxonRank","taxonID","scientificName","verbatimScientificName","synomym","previousIdentifications","vernacularName","identifiedBy","herbAffiliation","dateIdentified","typeStatus","associatedReferences","nomenclaturalCode","taxonRank","occurrenceRemarks","lifeStage","growthHabit","establishmentMeans","useCategory","verbatimUse","catalogerName","catalogYear","permitBy","permitName","permitType","permitStatus","permitStatusQualifier","permitURI","permitText","mobilizationCode","collectionCodeMAE","depositCode","observation"
"PhysicalObject","es","https://creativecommons.org/licenses/by-nc/4.0/","Universidad Tecnica Particular de Loja","CC BY NC 4.0","UTPL","HUTPL:V","f1014ac9-c45c-487b-87b6-ac906a129104","866f902a-1483-4bad-9ae1-961a1e27455e","","Vascular","UTPL","PreservedSpecimen","","HUTPL:V:15701","15701","","exicate","collection","","1","speciment part","","2511","M.M. Jiménez León|J. Armijos, N. Espinosa-Ortega","","2025-01-28","2025","1","28","South America","Ecuador","EC","Zamora Chinchipe","El Pangui","Cordillera de Shagmi, Cordillera del Cóndor flank, between El Pangui and Los Encuentros,","Bosque montano bajo húmedo","1524 m","1524","","utm","773994 9587826 UTM","-3.725546","-78.533266","WGS84","accepted","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Stelis","","","Sw.","","","ec.bio.spp.1011","Stelis","Stelis Sw.","","","","M.M. Jiménez León","HUTPL","2025-01-28","","","ICN","genus","Epifita en ramas caídas.","","","","","","J.L. Armijos Barros","2025","A. Benítez","Estudio de diversidad taxonómica y genética de plantas y hongos del Ecuador","contrato marco","permit available","","","MAATE-DNB-CM-2022-0248-M-0001","3658","","DEP-2025-8",""
"PhysicalObject","es","https://creativecommons.org/licenses/by-nc/4.0/","Universidad Tecnica Particular de Loja","CC BY NC 4.0","UTPL","HUTPL:V","f1014ac9-c45c-487b-87b6-ac906a129104","866f902a-1483-4bad-9ae1-961a1e27455e","","Vascular","UTPL","PreservedSpecimen","","HUTPL:V:15702","15702","","exicate","collection","","1","speciment part","","2513","M.M. Jiménez León|D. Medina","","2025-01-29","2025","1","29","South America","Ecuador","EC","Zamora Chinchipe","El Pangui","Cordillera de Shagmi, Cordillera del Cóndor flank, between El Pangui and Los Encuentros,","Bosque montano bajo húmedo","1524 m","1524","","utm","773994 9587826 UTM","-3.725546","-78.533266","WGS84","accepted","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Stelis","","","Sw.","","","ec.bio.spp.1011","Stelis","Stelis Sw.","","","","M.M. Jiménez León","HUTPL","2025-01-29","","","ICN","genus","Terrestre en el sotobosque.","","","","","","J.L. Armijos Barros","2025","A. Benítez","Estudio de diversidad taxonómica y genética de plantas y hongos del Ecuador","contrato marco","permit available","","","MAATE-DNB-CM-2022-0248-M-0001","3658","","DEP-2025-8",""
"PhysicalObject","es","https://creativecommons.org/licenses/by-nc/4.0/","Universidad Tecnica Particular de Loja","CC BY NC 4.0","UTPL","HUTPL:V","f1014ac9-c45c-487b-87b6-ac906a129104","866f902a-1483-4bad-9ae1-961a1e27455e","","Vascular","UTPL","PreservedSpecimen","","HUTPL:V:15703","15703","","no exicate","collection","","1","speciment part","","2521","M.M. Jiménez León","","2025-01-30","2025","1","30","South America","Ecuador","EC","Zamora Chinchipe","El Pangui","Cordillera de Shagmi, Cordillera del Cóndor flank, between El Pangui and Los Encuentros,","","1514 m","1514","","utm","17M 774077 9588130 UTM","-3.722796","-78.532527","WGS84","accepted","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Masdevallia","guttulata","","","","","","Masdevallia guttulata","Masdevallia guttulata","","","","M.M. Jiménez","HUTPL","2025-01-30","","","ICN","species","","","","","","","J.L. Armijos Barros","2025","A. Benítez","Estudio de diversidad taxonómica y genética de plantas y hongos del Ecuador","contrato marco","permit available","","","MAATE-DNB-CM-2022-0248-M-0001","3658","","DEP-2025-8",""
"PhysicalObject","es","https://creativecommons.org/licenses/by-nc/4.0/","Universidad Tecnica Particular de Loja","CC BY NC 4.0","UTPL","HUTPL:V","f1014ac9-c45c-487b-87b6-ac906a129104","866f902a-1483-4bad-9ae1-961a1e27455e","","Vascular","UTPL","PreservedSpecimen","","HUTPL:V:15704","15704","","exicate","collection","","4","speciment part","","2564","M.M. Jiménez León|G.A. Iturralde, Garzón-Suárez, H.X.","5/30/2025","2025-05-30","2025","5","30","South America","Ecuador","EC","Napo","Tena","Cerca de Pano","","706 m","706","","utm","18 M176175 9889282 UTM","-1.0004","-77.909316","WGS84","accepted","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Melastomataceae","Blakea","hispida","","","","","","Blakea hispida","Blakea hispida","","","","M.M. Jiménez","HUTPL","2025-05-30","","","ICN","species","","","","","","","J.L. Armijos Barros","2025","A. Benítez","Estudio de diversidad taxonómica y genética de plantas y hongos del Ecuador","contrato marco","permit available","","","MAATE-DNB-CM-2022-0248-M-0001","3655","","DEP-2025-8",""
"PhysicalObject","es","https://creativecommons.org/licenses/by-nc/4.0/","Universidad Tecnica Particular de Loja","CC BY NC 4.0","UTPL","HUTPL:V","f1014ac9-c45c-487b-87b6-ac906a129104","866f902a-1483-4bad-9ae1-961a1e27455e","","Vascular","UTPL","PreservedSpecimen","","HUTPL:V:15705","15705","","exicate","collection","","2","speciment part","","2576","M.M. Jiménez León|G.A. Iturralde, Garzón-Suárez, H.X.","5/31/2025","2025-05-31","2025","5","31","South America","Ecuador","EC","Napo","Archidona","Cerca de Pacto Sumaco, subiendo al Volcán Sumaco","","1500 m","1500","","utm","18M 212017 9926404 UTM","-0.665163","-77.587318","WGS84","accepted","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Ceratostema","nodosum","","","","","","Ceratostema nodosum","Ceratostema nodosum","","","","M.M. Jiménez","HUTPL","2025-05-31","","","ICN","species","","","","","","","J.L. Armijos Barros","2025","A. Benítez","Estudio de diversidad taxonómica y genética de plantas y hongos del Ecuador","contrato marco","permit available","","","MAATE-DNB-CM-2022-0248-M-0001","3655","","DEP-2025-8",""
"PhysicalObject","es","https://creativecommons.org/licenses/by-nc/4.0/","Universidad Tecnica Particular de Loja","CC BY NC 4.0","UTPL","HUTPL:V","f1014ac9-c45c-487b-87b6-ac906a129104","866f902a-1483-4bad-9ae1-961a1e27455e","","Vascular","UTPL","PreservedSpecimen","","HUTPL:V:15706","15706","","exicate","collection","","1","speciment part","","2577","M.M. Jiménez León|G.A. Iturralde, Garzón-Suárez, H.X.","5/31/2025","2025-05-31","2025","5","31","South America","Ecuador","EC","Napo","Archidona","Cerca de Pacto Sumaco, subiendo al Volcán Sumaco","","1600 m","1600","","utm","212161 9927863 UTM","-0.651977","-77.586019","WGS84","accepted","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Melastomataceae","Blakea","","","P.Browne","","","ec.bio.spp.3233","Blakea","Blakea P.Browne","","","","M.M. Jiménez","HUTPL","2025-05-31","","","ICN","genus","","","","","","","J.L. Armijos Barros","2025","A. Benítez","Estudio de diversidad taxonómica y genética de plantas y hongos del Ecuador","contrato marco","permit available","","","MAATE-DNB-CM-2022-0248-M-0001","3655","","DEP-2025-8",""
"PhysicalObject","es","https://creativecommons.org/licenses/by-nc/4.0/","Universidad Tecnica Particular de Loja","CC BY NC 4.0","UTPL","HUTPL:V","f1014ac9-c45c-487b-87b6-ac906a129104","866f902a-1483-4bad-9ae1-961a1e27455e","","Vascular","UTPL","PreservedSpecimen","","HUTPL:V:15707","15707","","exicate","collection","","1","speciment part","","2578","M.M. Jiménez León|G.A. Iturralde, Garzón-Suárez, H.X.","5/31/2025","2025-05-31","2025","5","31","South America","Ecuador","EC","Napo","Archidona","Cerca de Pacto Sumaco, subiendo al Volcán Sumaco","","1600 m","1600","","utm","212161 9927863 UTM","-0.651977","-77.586019","WGS84","accepted","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Melastomataceae","Blakea","spruceana","","Cogn.","","","ec.bio.spp.27300","Blakea spruceana","Blakea spruceana Cogn.","","","","M.M. Jiménez","HUTPL","2025-05-31","","","ICN","species","","","","","","","J.L. Armijos Barros","2025","A. Benítez","Estudio de diversidad taxonómica y genética de plantas y hongos del Ecuador","contrato marco","permit available","","","MAATE-DNB-CM-2022-0248-M-0001","3655","","DEP-2025-8",""
"PhysicalObject","es","https://creativecommons.org/licenses/by-nc/4.0/","Universidad Tecnica Particular de Loja","CC BY NC 4.0","UTPL","HUTPL:V","f1014ac9-c45c-487b-87b6-ac906a129104","866f902a-1483-4bad-9ae1-961a1e27455e","","Vascular","UTPL","PreservedSpecimen","","HUTPL:V:15708","15708","","exicate","collection","","1","speciment part","","2584","M.M. Jiménez León|G.A. Iturralde, Garzón-Suárez, H.X., Salagaje, L.","6/1/2025","2025-06-01","2025","6","1","South America","Ecuador","EC","Napo","Quijos","Río Quijos, cerca de Borja","","1673 m","1673","","utm","18 M 1818126 9950172 UTM","-0.450245","-77.858363","WGS84","accepted","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Sphyrospermum","buxifolium","","Poepp. & Endl.","","","ec.bio.spp.17133","Sphyrospermum buxifolium","Sphyrospermum buxifolium Poepp. & Endl.","","","","M.M. Jiménez","HUTPL","2025-06-01","","","ICN","species","","","","","","","J.L. Armijos Barros","2025","A. Benítez","Estudio de diversidad taxonómica y genética de plantas y hongos del Ecuador","contrato marco","permit available","","","MAATE-DNB-CM-2022-0248-M-0001","3655","","DEP-2025-8",""
"PhysicalObject","es","https://creativecommons.org/licenses/by-nc/4.0/","Universidad Tecnica Particular de Loja","CC BY NC 4.0","UTPL","HUTPL:V","f1014ac9-c45c-487b-87b6-ac906a129104","866f902a-1483-4bad-9ae1-961a1e27455e","","Vascular","UTPL","PreservedSpecimen","","HUTPL:V:15709","15709","","exicate","collection","","1","speciment part","","2588","M.M. Jiménez León|G.A. Iturralde, Garzón-Suárez, H.X., Salagaje, L.","6/1/2025","2025-06-01","2025","6","1","South America","Ecuador","EC","Napo","Quijos","Cerca de Borja, siguiendo una quebrada hacia arriba","","1769 m","1769","","decimal degrees","-0.4543349 lat -77.7963028 long","-0.4543349","-77.7963028","WGS84","accepted","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria","ecuadorensis","","","","","","Maxillaria ecuadorensis","Maxillaria ecuadorensis","","","","M.M. Jiménez","HUTPL","2025-06-01","","","ICN","species","","","","","","","J.L. Armijos Barros","2025","A. Benítez","Estudio de diversidad taxonómica y genética de plantas y hongos del Ecuador","contrato marco","permit available","","","MAATE-DNB-CM-2022-0248-M-0001","3655","","DEP-2025-8",""
"PhysicalObject","es","https://creativecommons.org/licenses/by-nc/4.0/","Universidad Tecnica Particular de Loja","CC BY NC 4.0","UTPL","HUTPL:V","f1014ac9-c45c-487b-87b6-ac906a129104","866f902a-1483-4bad-9ae1-961a1e27455e","","Vascular","UTPL","PreservedSpecimen","","HUTPL:V:15710","15710","","exicate","collection","","1","speciment part","","2589","M.M. Jiménez León|G.A. Iturralde, Garzón-Suárez, H.X., Salagaje, L.","6/1/2025","2025-06-01","2025","6","1","South America","Ecuador","EC","Napo","Quijos","Cerca de Borja, siguiendo una quebrada hacia arriba","","1761 m","1761","","decimal degrees","-0.4543874 lat -77.7967036 long","-0.4543874","-77.7967036","WGS84","accepted","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria","","","Ruiz & Pav.","","","ec.bio.spp.890","Maxillaria","Maxillaria Ruiz & Pav.","","","","M.M. Jiménez León","HUTPL","2025-06-01","","","ICN","genus","Epifita sobre tronco de árbol.","","","","","","J.L. Armijos Barros","2025","A. Benítez","Estudio de diversidad taxonómica y genética de plantas y hongos del Ecuador","contrato marco","permit available","","","MAATE-DNB-CM-2022-0248-M-0001","3655","","DEP-2025-8",""
"PhysicalObject","es","https://creativecommons.org/licenses/by-nc/4.0/","Universidad Tecnica Particular de Loja","CC BY NC 4.0","UTPL","HUTPL:V","f1014ac9-c45c-487b-87b6-ac906a129104","866f902a-1483-4bad-9ae1-961a1e27455e","","Vascular","UTPL","PreservedSpecimen","","HUTPL:V:15711","15711","","exicate","collection","","1","speciment part","","2590","M.M. Jiménez León|G.A. Iturralde, Garzón-Suárez, H.X., Salagaje, L.","6/1/2025","2025-06-01","2025","6","1","South America","Ecuador","EC","Napo","Quijos","Cerca de Borja, siguiendo una quebrada hacia arriba","","1767 m","1767","","decimal degrees","-0.4538079 lat -77.796285 long","-0.4538079","-77.796285","WGS84","accepted","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria","","","Ruiz & Pav.","","","ec.bio.spp.890","Maxillaria","Maxillaria Ruiz & Pav.","","","","M.M. Jiménez","HUTPL","2025-06-01","","","ICN","genus","","","","","","","J.L. Armijos Barros","2025","A. Benítez","Estudio de diversidad taxonómica y genética de plantas y hongos del Ecuador","contrato marco","permit available","","","MAATE-DNB-CM-2022-0248-M-0001","3655","","DEP-2025-8",""
"PhysicalObject","es","https://creativecommons.org/licenses/by-nc/4.0/","Universidad Tecnica Particular de Loja","CC BY NC 4.0","UTPL","HUTPL:V","f1014ac9-c45c-487b-87b6-ac906a129104","866f902a-1483-4bad-9ae1-961a1e27455e","","Vascular","UTPL","PreservedSpecimen","","HUTPL:V:15712","15712","","exicate","collection","","1","speciment part","","2591","M.M. Jiménez León|G.A. Iturralde, Garzón-Suárez, H.X., Salagaje, L.","6/1/2025","2025-06-01","2025","6","1","South America","Ecuador","EC","Napo","Quijos","Cerca de Borja, siguiendo una quebrada hacia arriba","","1822 m","1822","","decimal degrees","-0.459702 lat -77.7862701 long","-0.459702","-77.7862701","WGS84","accepted","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Pleurothallis","baezensis","","","","","","Pleurothallis baezensis","Pleurothallis baezensis","","","","M.M. Jiménez","HUTPL","2025-06-01","","","ICN","species","","","","","","","J.L. Armijos Barros","2025","A. Benítez","Estudio de diversidad taxonómica y genética de plantas y hongos del Ecuador","contrato marco","permit available","","","MAATE-DNB-CM-2022-0248-M-0001","3655","","DEP-2025-8",""
"PhysicalObject","es","https://creativecommons.org/licenses/by-nc/4.0/","Universidad Tecnica Particular de Loja","CC BY NC 4.0","UTPL","HUTPL:V","f1014ac9-c45c-487b-87b6-ac906a129104","866f902a-1483-4bad-9ae1-961a1e27455e","","Vascular","UTPL","PreservedSpecimen","","HUTPL:V:15713","15713","","exicate","collection","","1","speciment part","","2593","M.M. Jiménez León|G.A. Iturralde, Garzón-Suárez, H.X., Salagaje, L.","6/1/2025","2025-06-01","2025","6","1","South America","Ecuador","EC","Napo","Quijos","Cerca de Borja, siguiendo una quebrada hacia arriba","","1810 m","1810","","decimal degrees","-0.4597604 lat -77.7864334 long","-0.4597604","-77.7864334","WGS84","accepted","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Pleurothallis","dunstervillei","","","","","","Pleurothallis dunstervillei","Pleurothallis dunstervillei","","","","M.M. Jiménez","HUTPL","2025-06-01","","","ICN","species","","","","","","","J.L. Armijos Barros","2025","A. Benítez","Estudio de diversidad taxonómica y genética de plantas y hongos del Ecuador","contrato marco","permit available","","","MAATE-DNB-CM-2022-0248-M-0001","3655","","DEP-2025-8",""
"PhysicalObject","es","https://creativecommons.org/licenses/by-nc/4.0/","Universidad Tecnica Particular de Loja","CC BY NC 4.0","UTPL","HUTPL:V","f1014ac9-c45c-487b-87b6-ac906a129104","866f902a-1483-4bad-9ae1-961a1e27455e","","Vascular","UTPL","PreservedSpecimen","","HUTPL:V:15714","15714","","exicate","collection","","2","speciment part","","2594","M.M. Jiménez León|G.A. Iturralde, Garzón-Suárez, H.X., Salagaje, L.","6/1/2025","2025-06-01","2025","6","1","South America","Ecuador","EC","Napo","Quijos","Cerca de Borja, siguiendo una quebrada hacia arriba","","2002 m","2002","","decimal degrees","-0.4696253 lat -77.787411 long","-0.4696253","-77.787411","WGS84","accepted","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Ceratostema","glandipedicellata","","","","","","Ceratostema glandipedicellata","Ceratostema glandipedicellata","","","","M.M. Jiménez","HUTPL","2025-06-01","","","ICN","species","","","","","","","J.L. Armijos Barros","2025","A. Benítez","Estudio de diversidad taxonómica y genética de plantas y hongos del Ecuador","contrato marco","permit available","","","MAATE-DNB-CM-2022-0248-M-0001","3655","","DEP-2025-8",""
"PhysicalObject","es","https://creativecommons.org/licenses/by-nc/4.0/","Universidad Tecnica Particular de Loja","CC BY NC 4.0","UTPL","HUTPL:V","f1014ac9-c45c-487b-87b6-ac906a129104","866f902a-1483-4bad-9ae1-961a1e27455e","","Vascular","UTPL","PreservedSpecimen","","HUTPL:V:15715","15715","","exicate","collection","","1","speciment part","","2595","M.M. Jiménez León|G.A. Iturralde, Garzón-Suárez, H.X., Salagaje, L.","6/1/2025","2025-06-01","2025","6","1","South America","Ecuador","EC","Napo","Quijos","Cerca de Borja, siguiendo una quebrada hacia arriba","","1879 m","1879","","decimal degrees","-0.4670291 lat -77.7873289 long","-0.4670291","-77.7873289","WGS84","accepted","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Melastomataceae","Meriania","","","Sw.","","","ec.bio.spp.3262","Meriania","Meriania Sw.","","","","M.M. Jiménez","HUTPL","2025-06-01","","","ICN","genus","","","","","","","J.L. Armijos Barros","2025","A. Benítez","Estudio de diversidad taxonómica y genética de plantas y hongos del Ecuador","contrato marco","permit available","","","MAATE-DNB-CM-2022-0248-M-0001","3655","","DEP-2025-8",""
"PhysicalObject","es","https://creativecommons.org/licenses/by-nc/4.0/","Universidad Tecnica Particular de Loja","CC BY NC 4.0","UTPL","HUTPL:V","f1014ac9-c45c-487b-87b6-ac906a129104","866f902a-1483-4bad-9ae1-961a1e27455e","","Vascular","UTPL","PreservedSpecimen","","HUTPL:V:15716","15716","","exicate","store","","1","speciment part","","2596","M.M. Jiménez León|G.A. Iturralde, Garzón-Suárez, H.X.","6/2/2025","2025-06-02","2025","6","2","South America","Ecuador","EC","Napo","Cosanga","Cerca de Cosanga, vía hacia unas reservas privadas","","2088 m","2088","","decimal degrees","-0.5834853 lat -77.8752121 long","-0.5834853","-77.8752121","WGS84","accepted","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Ceratostema","megabracteatum","","","","","","Ceratostema megabracteatum","Ceratostema megabracteatum","","","","M.M. Jiménez","HUTPL","2025-06-02","","","ICN","species","","","","","","","J.L. Armijos Barros","2025","A. Benítez","Estudio de diversidad taxonómica y genética de plantas y hongos del Ecuador","contrato marco","permit available","","","MAATE-DNB-CM-2022-0248-M-0001","3655","","DEP-2025-8",""
"PhysicalObject","es","https://creativecommons.org/licenses/by-nc/4.0/","Universidad Tecnica Particular de Loja","CC BY NC 4.0","UTPL","HUTPL:V","f1014ac9-c45c-487b-87b6-ac906a129104","866f902a-1483-4bad-9ae1-961a1e27455e","","Vascular","UTPL","PreservedSpecimen","","HUTPL:V:15717","15717","","exicate","collection","","1","speciment part","","2597","M.M. Jiménez León|G.A. Iturralde, Garzón-Suárez, H.X.","6/2/2025","2025-06-02","2025","6","2","South America","Ecuador","EC","Napo","Cosanga","Cerca de Cosanga, vía hacia unas reservas privadas","","1986 m","1986","","decimal degrees","-0.5762127 lat -77.8704286 long","-0.5762127","-77.8704286","WGS84","accepted","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria","pachyacron","","Schltr.","","","ec.bio.spp.60776","Maxillaria pachyacron","Maxillaria pachyacron Schltr.","","","","M.M. Jiménez León","HUTPL","2025-06-02","","","ICN","species","","","","","","","J.L. Armijos Barros","2025","A. Benítez","Estudio de diversidad taxonómica y genética de plantas y hongos del Ecuador","contrato marco","permit available","","","MAATE-DNB-CM-2022-0248-M-0001","3655","","DEP-2025-8",""
